customer_id,signup_date,last_login_date,region,sector,plan_type,contract_type,acquisition_channel,monthly_fee_gbp,tenure_months,usage_minutes_30d,active_days_30d,support_tickets_90d,invoices_late_6m,satisfaction_score,renewal_month,account_notes,cancellation_reason,account_closed_date,retention_offer_after_churn,churned,signup_month,signup_quarter,days_since_last_login,tenure_band,usage_per_active_day,fee_per_usage_minute,ticket_rate_per_tenure,low_usage_high_tickets_flag,monthly_contract_low_satisfaction_flag,account_note_length,mentions_price_issue,mentions_support_issue,late_payment_rate,days_to_renewal,satisfaction_x_support_load
CUST-1270,2020-09-01,2024-12-17,London,Public Sector,Standard,Annual,Sales-led,86.89,51,186.0,0,0,0,10.0,9,Invoice query raised; finance contact requested clarification.,,,,0,9,3,14,long_term,,0.4671505376344086,0.0,0,0,62,1,0,0.0,244,0.0
CUST-1271,2022-12-01,2024-12-19,London,Manufacturing,Premium,Annual,Sales-led,182.66,25,193.0,3,0,0,8.4,7,Customer happy with product but needs integration advice.,,,,0,12,4,12,established,64.33333333333333,0.9464248704663212,0.0,0,0,57,0,0,0.0,182,0.0
CUST-1272,2023-11-24,2024-12-23,London,Public Sector,Standard,Annual,Self-serve,97.25,13,282.2,12,3,1,,1,Manager requested renewal details and training resources.,,,,0,11,4,8,growing,23.516666666666666,0.3446137491141035,0.23076923076923078,0,0,57,0,0,0.07692307692307693,1,15.0
CUST-1273,2020-11-17,2024-12-23,London,Public Sector,Enterprise,Annual,Self-serve,390.45,49,342.6,18,4,1,8.1,8,Low usage noted in recent month; customer did not attend webinar.,,,,0,11,4,8,long_term,19.033333333333335,1.1396672504378282,0.08163265306122448,0,0,65,0,0,0.02040816326530612,213,7.600000000000001
CUST-1274,2021-01-07,2024-12-30,Scotland,Retail,Premium,Monthly,Sales-led,182.42,47,129.2,3,2,0,7.5,7,Manager requested renewal details and training resources.,,,,0,1,1,1,long_term,43.06666666666666,1.411919504643963,0.0425531914893617,0,0,57,0,0,0.0,182,5.0
CUST-1275,2021-11-24,2024-12-25,Wales,Technology,Standard,Annual,Sales-led,94.43,37,223.3,15,4,0,6.9,4,Customer happy with product but needs integration advice.,,,,0,11,4,6,long_term,14.886666666666667,0.42288401253918495,0.10810810810810811,0,0,57,0,0,0.0,91,12.399999999999999
CUST-1276,2022-11-24,2024-12-26,North West,Healthcare,Premium,Annual,Sales-led,196.04,25,189.8,5,2,1,8.7,5,Manager requested renewal details and training resources.,,,,0,11,4,5,established,37.96,1.032876712328767,0.08,0,0,57,0,0,0.04,121,2.6000000000000014
CUST-1277,2023-11-01,2024-12-26,South East,Manufacturing,Standard,Annual,Sales-led,76.91,13,273.3,10,3,1,9.2,3,Manager requested renewal details and training resources.,,,,0,11,4,5,growing,27.330000000000002,0.28141236736187336,0.23076923076923078,0,0,57,0,0,0.07692307692307693,60,2.400000000000002
CUST-1278,2023-03-07,2024-12-31,North West,Professional Services,Standard,Annual,Sales-led,100.13,21,161.1,2,2,0,9.3,7,Healthy adoption in team; users asked for reporting improvements.,,,,0,3,1,0,established,80.55,0.6215394165114836,0.09523809523809523,0,0,65,0,0,0.0,182,1.3999999999999986
CUST-1279,2023-03-05,2024-12-28,Northern Ireland,Technology,Standard,Monthly,Renewal upgrade,122.93,21,173.9,11,2,0,5.9,3,Manager requested renewal details and training resources.,competitor,2025-03-12,success_call,1,3,1,3,established,15.80909090909091,0.7069005175388154,0.09523809523809523,0,1,57,0,0,0.0,60,8.2
CUST-1280,2021-10-06,2024-12-21,Northern Ireland,Retail,Premium,Annual,Sales-led,177.61,38,195.8,16,1,0,10.0,2,Customer happy with product but needs integration advice.,,,,0,10,4,10,long_term,12.2375,0.9070990806945863,0.02631578947368421,0,0,57,0,0,0.0,32,0.0
CUST-1281,2022-07-31,2024-12-27,London,Professional Services,Basic,Annual,Renewal upgrade,28.2,29,58.9,0,2,0,6.7,1,Invoice query raised; finance contact requested clarification.,business_closed,2025-01-02,discount,1,7,3,4,established,,0.47877758913412566,0.06896551724137931,0,0,62,1,0,0.0,1,6.6
CUST-1282,2020-11-04,2024-12-24,London,Healthcare,Basic,Monthly,Renewal upgrade,44.25,49,298.5,11,1,1,7.0,8,Customer mentioned price sensitivity and asked about lower plan options.,,,,0,11,4,7,long_term,27.136363636363637,0.14824120603015076,0.02040816326530612,0,0,72,1,0,0.02040816326530612,213,3.0
CUST-1283,2021-11-07,2024-12-29,South East,Professional Services,Premium,Monthly,Sales-led,196.45,37,220.6,14,1,1,7.5,2,Healthy adoption in team; users asked for reporting improvements.,,,,0,11,4,2,long_term,15.757142857142856,0.8905258386219401,0.02702702702702703,0,0,65,0,0,0.02702702702702703,32,2.5
CUST-1284,2020-10-02,2024-12-29,South East,Professional Services,Standard,Annual,Partner,103.51,50,468.8,13,2,0,10.0,6,Low usage noted in recent month; customer did not attend webinar.,,,,0,10,4,2,long_term,36.06153846153846,0.22079778156996588,0.04,0,0,65,0,0,0.0,152,0.0
CUST-1285,2020-02-09,2024-12-31,Scotland,Manufacturing,Standard,Monthly,Self-serve,88.93,58,196.3,10,4,0,8.1,1,Customer happy with product but needs integration advice.,,,,0,2,1,0,long_term,19.630000000000003,0.4530310748853795,0.06896551724137931,0,0,57,0,0,0.0,1,7.600000000000001
CUST-1286,2023-06-04,2024-12-21,North West,Healthcare,Basic,Annual,Partner,40.78,18,230.7,14,2,1,7.2,4,Healthy adoption in team; users asked for reporting improvements.,,,,0,6,2,10,growing,16.478571428571428,0.17676636324230605,0.1111111111111111,0,0,65,0,0,0.05555555555555555,91,5.6
CUST-1287,2023-03-20,2024-12-31,London,Technology,Standard,Monthly,Sales-led,92.28,21,133.8,6,2,1,8.4,4,Support issue around onboarding and admin setup.,,,,0,3,1,0,established,22.3,0.6896860986547084,0.09523809523809523,0,0,48,0,1,0.047619047619047616,91,3.1999999999999993
CUST-1288,2022-01-15,2024-12-29,South East,Retail,Premium,Monthly,Sales-led,183.33,35,156.0,8,2,0,7.8,6,Customer mentioned price sensitivity and asked about lower plan options.,competitor,2025-03-26,success_call,1,1,1,2,established,19.5,1.1751923076923079,0.05714285714285714,0,0,72,1,0,0.0,152,4.4
CUST-1289,2020-01-22,2024-12-30,Scotland,Public Sector,Basic,Annual,Sales-led,65.06,59,161.8,14,1,0,7.0,2,Customer mentioned price sensitivity and asked about lower plan options.,,,,0,1,1,1,long_term,11.557142857142859,0.40210135970333744,0.01694915254237288,0,0,72,1,0,0.0,32,3.0
CUST-1290,2020-05-11,2024-12-26,London,Healthcare,Standard,Annual,Self-serve,111.63,55,466.7,26,1,0,8.1,1,Healthy adoption in team; users asked for reporting improvements.,,,,0,5,2,5,long_term,17.95,0.2391900578530105,0.01818181818181818,0,0,65,0,0,0.0,1,1.9000000000000004
CUST-1291,2020-06-12,2024-12-29,Northern Ireland,Manufacturing,Enterprise,Annual,Renewal upgrade,354.47,54,179.0,7,3,0,8.1,10,Customer happy with product but needs integration advice.,,,,0,6,2,2,long_term,25.571428571428573,1.9802793296089387,0.05555555555555555,0,0,57,0,0,0.0,274,5.700000000000001
CUST-1292,2022-11-12,2024-12-14,London,Education,Basic,Annual,Partner,33.02,25,50.3,0,2,1,6.7,10,,competitor,2025-01-18,none,1,11,4,17,established,,0.6564612326043738,0.08,0,0,0,0,0,0.04,274,6.6
CUST-1293,2020-10-24,2024-12-27,South West,Education,Premium,Annual,Partner,163.06,50,415.9,13,2,0,6.6,1,Manager requested renewal details and training resources.,,,,0,10,4,4,long_term,31.99230769230769,0.3920654003366194,0.04,0,0,57,0,0,0.0,1,6.800000000000001
CUST-1294,2020-12-31,2024-12-27,London,Technology,Basic,Annual,Renewal upgrade,55.4,47,237.8,13,1,0,9.5,11,Healthy adoption in team; users asked for reporting improvements.,,,,0,12,4,4,long_term,18.292307692307695,0.23296888141295205,0.02127659574468085,0,0,65,0,0,0.0,305,0.5
CUST-1295,2023-06-11,2024-12-25,Northern Ireland,Healthcare,Premium,Annual,Partner,162.85,18,201.8,3,2,1,6.7,11,Multiple support contacts; wants faster response time.,competitor,2025-02-01,none,1,6,2,6,growing,67.26666666666667,0.8069871159563924,0.1111111111111111,0,0,54,0,1,0.05555555555555555,305,6.6
CUST-1296,2023-07-03,2024-12-25,South West,Professional Services,Premium,Annual,Sales-led,176.29,17,639.7,25,2,0,10.0,7,Support issue around onboarding and admin setup.,,,,0,7,3,6,growing,25.588,0.2755823042050961,0.11764705882352941,0,0,48,0,1,0.0,182,0.0
CUST-1297,2023-01-19,2024-12-31,South West,Manufacturing,Premium,Annual,Renewal upgrade,182.65,23,653.5,27,3,0,7.3,4,Healthy adoption in team; users asked for reporting improvements.,,,,0,1,1,0,established,24.203703703703702,0.27949502677888294,0.13043478260869565,0,0,65,0,0,0.0,91,8.100000000000001
CUST-1298,2021-03-27,2024-12-14,Midlands,Public Sector,Basic,Monthly,Self-serve,35.35,45,48.6,0,1,1,6.8,7,Healthy adoption in team; users asked for reporting improvements.,competitor,2025-02-04,success_call,1,3,1,17,long_term,,0.727366255144033,0.022222222222222223,0,0,65,0,0,0.022222222222222223,182,3.2
CUST-1299,2022-04-26,2024-12-26,Midlands,Professional Services,Standard,Monthly,Sales-led,86.71,32,132.1,6,3,0,6.2,9,Support issue around onboarding and admin setup.,price,2025-01-17,none,1,4,2,5,established,22.016666666666666,0.6563966691900075,0.09375,0,0,48,0,1,0.0,244,11.399999999999999
CUST-1300,2020-10-19,2024-12-16,Wales,Healthcare,Premium,Annual,Self-serve,177.87,50,247.2,20,0,0,7.0,10,Customer happy with product but needs integration advice.,,,,0,10,4,15,long_term,12.36,0.7195388349514563,0.0,0,0,57,0,0,0.0,274,0.0
CUST-1301,2023-06-06,2024-12-17,Midlands,Technology,Basic,Annual,Renewal upgrade,55.04,18,202.1,8,0,0,7.6,3,Manager requested renewal details and training resources.,,,,0,6,2,14,growing,25.2625,0.2723404255319149,0.0,0,0,57,0,0,0.0,60,0.0
CUST-1302,2020-05-03,2024-12-26,London,Public Sector,Basic,Annual,Sales-led,61.74,55,187.1,6,2,1,10.0,3,Manager requested renewal details and training resources.,,,,0,5,2,5,long_term,31.183333333333334,0.3299839657936932,0.03636363636363636,0,0,57,0,0,0.01818181818181818,60,0.0
CUST-1303,2022-12-22,2024-12-23,Scotland,Technology,Basic,Monthly,Self-serve,56.28,24,143.6,10,0,5,6.5,7,Support issue around onboarding and admin setup.,support,2025-01-11,none,1,12,4,8,established,14.36,0.3919220055710307,0.0,0,0,48,0,1,0.20833333333333334,182,0.0
CUST-1304,2022-01-16,2024-12-31,North West,Education,Enterprise,Annual,Sales-led,349.88,35,164.0,8,3,2,5.5,11,Multiple support contacts; wants faster response time.,support,2025-02-27,discount,1,1,1,0,established,20.5,2.1334146341463414,0.08571428571428572,0,0,54,0,1,0.05714285714285714,305,13.5
CUST-1305,2023-01-10,2024-12-31,Northern Ireland,Manufacturing,Premium,Monthly,Sales-led,170.05,23,284.6,17,0,0,5.9,9,Customer happy with product but needs integration advice.,,,,0,1,1,0,established,16.741176470588236,0.5975052705551651,0.0,0,1,57,0,0,0.0,244,0.0
CUST-1306,2021-10-20,2024-12-29,North West,Retail,Standard,Annual,Sales-led,86.15,38,294.7,12,1,0,5.8,7,Customer happy with product but needs integration advice.,,,,0,10,4,2,long_term,24.558333333333334,0.2923311842551748,0.02631578947368421,0,0,57,0,0,0.0,182,4.2
CUST-1307,2020-08-18,2024-12-23,North West,Technology,Premium,Annual,Partner,172.87,52,401.4,15,1,0,8.1,7,Manager requested renewal details and training resources.,,,,0,8,3,8,long_term,26.759999999999998,0.43066766317887395,0.019230769230769232,0,0,57,0,0,0.0,182,1.9000000000000004
CUST-1308,2023-01-01,2024-12-26,Wales,Healthcare,Standard,Annual,Renewal upgrade,103.92,23,111.9,0,5,0,5.7,1,Low usage noted in recent month; customer did not attend webinar.,low_usage,2025-02-24,success_call,1,1,1,5,established,,0.928686327077748,0.21739130434782608,1,0,65,0,0,0.0,1,21.5
CUST-1309,2022-07-10,2024-12-14,South East,Public Sector,Standard,Annual,Sales-led,103.04,29,197.3,1,2,0,7.5,2,Multiple support contacts; wants faster response time.,,,,0,7,3,17,established,197.3,0.522250380131779,0.06896551724137931,0,0,54,0,1,0.0,32,5.0
CUST-1310,2021-11-09,2024-12-26,London,Healthcare,Standard,Monthly,Sales-led,73.8,37,147.6,0,1,0,4.4,5,Customer happy with product but needs integration advice.,price,2025-01-08,success_call,1,11,4,5,long_term,,0.5,0.02702702702702703,0,1,57,0,0,0.0,121,5.6
CUST-1311,2021-06-28,2024-12-29,North West,Education,Standard,Monthly,Sales-led,89.57,42,95.6,5,2,1,6.9,2,Invoice query raised; finance contact requested clarification.,,,,0,6,2,2,long_term,19.119999999999997,0.9369246861924686,0.047619047619047616,0,0,62,1,0,0.023809523809523808,32,6.199999999999999
CUST-1312,2021-05-16,2024-12-23,North West,Manufacturing,Basic,Annual,Sales-led,63.45,43,146.8,0,2,1,8.8,2,Customer mentioned price sensitivity and asked about lower plan options.,price,2025-02-16,success_call,1,5,2,8,long_term,,0.4322207084468665,0.046511627906976744,0,0,72,1,0,0.023255813953488372,32,2.3999999999999986
CUST-1313,2021-12-03,2024-12-29,South East,Education,Premium,Annual,Self-serve,179.95,36,143.7,11,1,0,10.0,12,Invoice query raised; finance contact requested clarification.,,,,0,12,4,2,established,13.063636363636363,1.2522616562282534,0.027777777777777776,0,0,62,1,0,0.0,335,0.0
CUST-1314,2021-01-17,2024-12-26,South East,Technology,Premium,Monthly,Partner,162.0,47,99.6,4,2,0,4.6,10,Multiple support contacts; wants faster response time.,price,2025-01-22,discount,1,1,1,5,long_term,24.9,1.6265060240963856,0.0425531914893617,0,1,54,0,1,0.0,274,10.8
CUST-1315,2021-02-16,2024-12-16,South East,Healthcare,Standard,Monthly,Self-serve,127.27,46,275.6,10,2,2,6.2,2,Customer happy with product but needs integration advice.,,,,0,2,1,15,long_term,27.560000000000002,0.4617924528301886,0.043478260869565216,0,0,57,0,0,0.043478260869565216,32,7.6
CUST-1316,2021-02-10,2024-12-11,South East,Manufacturing,Standard,Monthly,Self-serve,98.65,46,151.1,3,4,0,5.8,11,Multiple support contacts; wants faster response time.,,,,0,2,1,20,long_term,50.36666666666667,0.6528788881535408,0.08695652173913043,0,1,54,0,1,0.0,305,16.8
CUST-1317,2020-01-19,2024-12-31,South East,Healthcare,Basic,Monthly,Self-serve,53.61,59,96.5,6,3,0,7.4,1,Low usage noted in recent month; customer did not attend webinar.,,,,0,1,1,0,long_term,16.083333333333332,0.5555440414507772,0.05084745762711865,1,0,65,0,0,0.0,1,7.799999999999999
CUST-1318,2023-09-16,2024-12-22,Wales,Healthcare,Enterprise,Monthly,Sales-led,353.79,15,456.2,15,6,0,6.0,7,Support issue around onboarding and admin setup.,,,,0,9,3,9,growing,30.413333333333334,0.7755151249451996,0.4,0,0,48,0,1,0.0,182,24.0
CUST-1319,2020-12-11,2024-12-15,South East,Healthcare,Enterprise,Monthly,Sales-led,344.59,48,348.7,10,2,1,10.0,11,Low usage noted in recent month; customer did not attend webinar.,,,,0,12,4,16,long_term,34.87,0.9882133639231431,0.041666666666666664,0,0,65,0,0,0.020833333333333332,305,0.0
CUST-1320,2020-08-29,2024-12-31,South West,Professional Services,Enterprise,Annual,Renewal upgrade,340.27,52,84.5,8,5,0,6.7,11,Customer happy with product but needs integration advice.,,,,0,8,3,0,long_term,10.5625,4.026863905325444,0.09615384615384616,1,0,57,0,0,0.0,305,16.5
CUST-1321,2020-08-08,2024-12-26,South West,Professional Services,Standard,Monthly,Partner,124.46,52,233.5,11,1,0,8.0,8,Healthy adoption in team; users asked for reporting improvements.,,,,0,8,3,5,long_term,21.227272727272727,0.5330192719486081,0.019230769230769232,0,0,65,0,0,0.0,213,2.0
CUST-1322,2023-12-13,2024-12-30,North West,Manufacturing,Basic,Monthly,Renewal upgrade,61.04,12,174.7,6,0,0,10.0,5,Healthy adoption in team; users asked for reporting improvements.,support,2025-03-30,discount,1,12,4,1,growing,29.116666666666664,0.34939896966227824,0.0,0,0,65,0,0,0.0,121,0.0
CUST-1323,2021-11-27,2024-12-27,South East,Manufacturing,Basic,Monthly,Renewal upgrade,58.86,37,124.0,8,2,0,7.5,9,Support issue around onboarding and admin setup.,business_closed,2025-03-19,none,1,11,4,4,long_term,15.5,0.4746774193548387,0.05405405405405406,0,0,48,0,1,0.0,244,5.0
CUST-1324,2021-04-22,2024-12-08,Scotland,Manufacturing,Basic,Monthly,Self-serve,55.92,44,121.5,5,0,0,8.6,9,Low usage noted in recent month; customer did not attend webinar.,low_usage,2025-02-10,discount,1,4,2,23,long_term,24.3,0.46024691358024694,0.0,0,0,65,0,0,0.0,244,0.0
CUST-1325,2021-08-12,2024-12-29,Northern Ireland,Professional Services,Basic,Annual,Renewal upgrade,36.96,40,63.1,4,0,0,6.6,2,Healthy adoption in team; users asked for reporting improvements.,,,,0,8,3,2,long_term,15.775,0.5857369255150555,0.0,0,0,65,0,0,0.0,32,0.0
CUST-1326,2020-05-09,2024-12-26,Wales,Retail,Basic,Monthly,Self-serve,64.33,55,358.2,11,2,0,,2,Invoice query raised; finance contact requested clarification.,,,,0,5,2,5,long_term,32.56363636363636,0.1795924064768286,0.03636363636363636,0,0,62,1,0,0.0,32,10.0
CUST-1327,2021-04-02,2024-12-18,Midlands,Retail,Enterprise,Annual,Sales-led,338.88,44,263.7,19,2,0,7.1,11,Customer mentioned price sensitivity and asked about lower plan options.,,,,0,4,2,13,long_term,13.878947368421052,1.2850967007963596,0.045454545454545456,0,0,72,1,0,0.0,305,5.800000000000001
CUST-1328,2020-12-29,2024-12-28,Scotland,Public Sector,Basic,Annual,Sales-led,52.4,48,,6,0,1,10.0,9,Multiple support contacts; wants faster response time.,,,,0,12,4,3,long_term,,,0.0,0,0,54,0,1,0.020833333333333332,244,0.0
CUST-1329,2023-03-18,2024-12-30,Wales,Technology,Basic,Monthly,Sales-led,29.33,21,130.2,11,2,0,8.5,4,Customer happy with product but needs integration advice.,,,,0,3,1,1,established,11.836363636363636,0.2252688172043011,0.09523809523809523,0,0,57,0,0,0.0,91,3.0
CUST-1330,2020-03-26,2024-12-22,South East,Retail,Premium,Annual,Sales-led,154.51,57,172.9,6,3,0,7.9,2,Support issue around onboarding and admin setup.,,,,0,3,1,9,long_term,28.816666666666666,0.893637941006362,0.05263157894736842,0,0,48,0,1,0.0,32,6.299999999999999
CUST-1331,2021-09-13,2024-12-27,Midlands,Manufacturing,Standard,Annual,Self-serve,102.82,39,,16,3,0,6.6,2,Support issue around onboarding and admin setup.,,,,0,9,3,4,long_term,,,0.07692307692307693,0,0,48,0,1,0.0,32,10.200000000000001
CUST-1332,2023-02-27,2024-12-24,London,Professional Services,Premium,Monthly,Partner,169.29,22,236.9,12,1,2,8.9,12,Customer happy with product but needs integration advice.,price,2025-02-24,success_call,1,2,1,7,established,19.741666666666667,0.7146053186998733,0.045454545454545456,0,0,57,0,0,0.09090909090909091,335,1.0999999999999996
CUST-1333,2023-05-02,2024-12-25,Wales,Retail,Standard,Monthly,Partner,75.13,20,169.4,11,3,1,5.0,9,Customer mentioned price sensitivity and asked about lower plan options.,business_closed,2025-01-28,discount,1,5,2,6,established,15.4,0.44350649350649346,0.15,0,1,72,1,0,0.05,244,15.0
CUST-1334,2022-01-18,2024-12-31,Northern Ireland,Professional Services,Premium,Annual,Self-serve,185.49,35,300.9,9,0,1,6.0,9,Customer happy with product but needs integration advice.,,,,0,1,1,0,established,33.43333333333333,0.6164506480558326,0.0,0,0,57,0,0,0.02857142857142857,244,0.0
CUST-1335,2020-11-20,2024-12-06,London,Retail,Standard,Annual,Sales-led,124.44,49,210.8,13,2,0,7.0,7,Low usage noted in recent month; customer did not attend webinar.,,,,0,11,4,25,long_term,16.215384615384615,0.5903225806451613,0.04081632653061224,0,0,65,0,0,0.0,182,6.0
CUST-1336,2021-05-07,2024-12-26,Scotland,Manufacturing,Standard,Annual,Partner,115.67,43,484.7,27,2,0,10.0,7,Healthy adoption in team; users asked for reporting improvements.,,,,0,5,2,5,long_term,17.951851851851853,0.23864245925314628,0.046511627906976744,0,0,65,0,0,0.0,182,0.0
CUST-1337,2020-11-20,2024-12-29,London,Technology,Premium,Annual,Self-serve,175.91,49,374.7,14,3,0,10.0,5,Multiple support contacts; wants faster response time.,,,,0,11,4,2,long_term,26.764285714285712,0.4694689084601014,0.061224489795918366,0,0,54,0,1,0.0,121,0.0
CUST-1338,2022-08-24,2024-12-26,Midlands,Retail,Standard,Monthly,Sales-led,99.11,28,244.6,10,0,0,7.8,4,Customer happy with product but needs integration advice.,,,,0,8,3,5,established,24.46,0.40519215044971385,0.0,0,0,57,0,0,0.0,91,0.0
CUST-1339,2021-03-03,2024-12-29,London,Education,Standard,Annual,Sales-led,109.65,45,90.3,2,1,1,6.2,2,Healthy adoption in team; users asked for reporting improvements.,,,,0,3,1,2,long_term,45.15,1.2142857142857144,0.022222222222222223,0,0,65,0,0,0.022222222222222223,32,3.8
